codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
78643;A-057/CENIPA/2019 - 02;2020-03-11;2020-03-19;2020-04-24;Atuar junto à Empresa Brasileira de Infraestrutura Aeroportuária (INFRAERO), a fim de que aquele operador aeroportuário implemente melhorias no sistema de drenagem do Aeródromo Carlos Prates (SBPR), Belo Horizonte, MG, de modo a evitar que os drenos de escoamento de águas pluviais fiquem destampados e expostos, tornando-se obstáculos às aeronaves que venham a experimentar uma excursão de pista.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78695;A-082/CENIPA/2019- 01;2020-10-29;2020-10-30;2021-05-05;Atuar junto ao Aeroclube de Alagoas, visando o aperfeiçoamento da supervisão gerencial no que se refere a liberação da aeronave, conforme previsto nos Art. 14 do Regimento Interno do CIAC, quanto a voos de navegação de sócios e uso particular de aeronaves.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78695;A-082/CENIPA/2019- 02;2020-10-29;2020-10-30;2021-05-05;Certificar-se da adoção de medidas corretivas tomadas no âmbito do Aeroclube de Alagoas, visando alertar os seus pilotos sobre a necessidade da fiel observância dos limites operacionais das suas aeronaves, particularmente, da velocidade de manobra.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78695;A-082/CENIPA/2019- 03;2020-10-29;2020-10-30;2021-05-05;Assegurar-se das providências adotadas pelo Aeroclube de Alagoas, no sentido de alertar os seus pilotos sobre a necessidade da fiel observância das Regras de Voo Visual, estabelecidas pela ICA 100-12/2016 - Regras do Ar, visando à segurança das operações aéreas de suas aeronaves, em especial, quando se tratar daquelas que não são certificadas para o voo IFR.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78695;A-082/CENIPA/2019- 04;2020-10-29;2020-10-30;2021-06-30;"Divulgar, aos CIAC, os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores sobre a importância da:- a) criteriosa avaliação as condições meteorológicas da rota, que deverão estar compatíveis com o tipo de voo a ser realizado por suas aeronaves e pilotos, além dos riscos inerentes ao voo em condições meteorológicas adversas;- b) necessidade da fiel observância dos limites operacionais das suas aeronaves, particularmente da velocidade de manobra; e- c) indispensável observância das regras de Voo Visual, estabelecidas pela ICA 100-12/2016 - Regras do Ar.";CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78709;A-081/CENIPA/2019 - 01;2021-12-30;2022-01-04;NULL;Atuar junto à TEMA Tecnologia Manutenção de Aeronaves EIRELI no sentido de que aquela organização demonstre que os processos relacionados a supervisão gerencial das atividades de planejamento, execução e controle, no âmbito técnico, estão devidamente implantados e garantam a qualidade dos serviços executados.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78712;A-080/CENIPA/2019 - 01;2021-07-21;2021-08-18;2021-09-15;Divulgar os ensinamentos colhidos na presente investigação, com a finalidade de alertar os pilotos de aeronaves quanto aos riscos associados ao ofuscamento e degradação da percepção do ambiente externo.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78714;A-068/CENIPA/2019 - 01;2021-12-30;2022-01-04;NULL;Atuar junto ao operador do aeródromo de Costa Esmeralda (SDEN), Porto Belo, SC, a fim de que aquele operador atualize as informações relativas aos Objetos Projetados no Espaço Aéreo (OPEA), em especial em relação à cerca perimetral do aeródromo nas proximidades da THR 15 de SDEN.;AGUARDANDO RESPOSTA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
78714;A-068/CENIPA/2019 - 02;2021-12-30;2022-01-04;NULL;Analisar a pertinência de requerer ao operador do aeródromo de Costa Esmeralda (SDEN), Porto Belo, SC, a pintura de uma sinalização horizontal com padrão em “V” em toda a extensão antes da cabeceira (THR) 15, no intuito de alertar os pilotos de que aquela área não é adequada para pouso de aeronaves.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78714;A-068/CENIPA/2019 - 03;2021-12-30;2022-01-04;NULL;Atuar junto à organização de manutenção JPA Manutenção de Aeronaves Ltda., a fim de verificar a conformidade dos serviços de manutenção realizados por aquela empresa, visando incrementar os níveis de competência e segurança operacional requeridos ao desempenho das atividades para as quais tal organização é certificada.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78735;A-086/CENIPA/2019 - 01;2021-07-08;2021-08-04;2021-08-30;Divulgar os ensinamentos contidos na presente investigação, com o intuito de que os construtores de aeronaves de construção amadora priorizem a utilização de materiais aprovados para uso aeronáutico nos sistemas críticos das aeronaves.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78737;A-087/CENIPA/2019 - 01;2021-07-21;2021-08-18;2021-09-15;Divulgar os ensinamentos colhidos na presente investigação, com a finalidade de alertar os operadores, especialmente de aeronaves experimentais, quanto aos riscos associados ao gerenciamento inadequado do combustível.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78738;A-088/CENIPA/2019 - 01;2021-12-30;2022-01-04;NULL;Reforçar a atuação junto à organização de manutenção Parintins Serviços de Transportes e Comércio de Peças para Aviões Ltda (CHE No 0208-01/ANAC), a fim de verificar, novamente, a conformidade dos serviços de manutenção realizados por aquela empresa, visando incrementar os níveis de competência e segurança operacional requeridos ao desempenho das atividades para as quais tal organização é certificada.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78740;A-091/CENIPA/2019 - 01;2019-10-28;2019-11-01;2020-08-19;Atuar junto à MAP Linhas Aéreas LTDA., a fim de que esta empresa realize um treinamento extraordinário em gerenciamento de recursos de equipes (Corporate Resource Management - CRM), contemplando todo o programa estabelecido na IAC 060-1002A e no ML.DRH.002-16, para todos os seus tripulantes de voo. Foco especial deverá ser despendido nas ações adotadas durante o gerenciamento de situações anormais e de emergências, ocorridas em voo, com os modelos de aeronaves que compõem a frota da empresa de acordo com as Especificações Operativas.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78740;A-091/CENIPA/2019 - 02;2019-10-28;2019-11-01;2020-08-19;Realizar uma inspeção de acompanhamento do treinamento de CRM na MAP Linhas Aéreas LTDA., de acordo com os termos estabelecidos pela IAC 060-1002A.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78740;A-091/CENIPA/2019 - 03;2019-10-28;2019-11-01;2020-08-19;Atuar junto à MAP Linhas Aéreas LTDA., a fim de que esta empresa ministre aulas de reciclagem sobre os sistemas elétricos das aeronaves ATR-42 e ATR-72 para todos os seus pilotos. Especial atenção deverá ser dispendida no correto entendimento da lista de equipamentos dependentes que serão afetados por uma falha elétrica ocorrida em cada barramento da aeronave.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78740;A-091/CENIPA/2019 - 04;2019-10-28;2019-11-01;2020-03-12;Atuar junto à MAP Linhas Aéreas LTDA., a fim de assegurar que os serviços de manutenção efetivamente realizados nas aeronaves operadas pela empresa ocorram em total conformidade com as previsões das Especificações Operativas, Manual Geral de Manutenção e Programa de Manutenção, aprovados pela Autoridade de Aviação Civil.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78740;A-091/CENIPA/2019 - 05;2019-10-28;2019-11-01;2020-03-12;Atuar junto à MAP Linhas Aéreas LTDA. de forma a assegurar que o Programa de Manutenção da empresa esteja em conformidade com os requisitos estabelecidos pelo fabricante, a fim garantir as adequadas condições de aeronavegabilidade das aeronaves, especificamente no que se refere ao Programa de Prevenção e Controle de Corrosão.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78740;A-091/CENIPA/2019 - 06;2019-10-28;2019-11-01;2020-03-12;Atuar junto à MAP Linhas Aéreas LTDA., a fim de garantir que as demais aeronaves da frota da empresa estejam em condições adequadas de aeronavegabilidade, especificamente no que se refere ao Programa de Prevenção e Controle de Corrosão, haja vista as condições encontradas pela ATR durante a avaliação feita na aeronave acidentada, as quais culminaram com a emissão do DAMAGE ASSESSMENT REPORT, reference ES-3495/19-ATR0100625.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78740;A-091/CENIPA/2019 - 07;2019-10-28;2019-11-01;2020-08-19;Atuar junto à MAP Linhas Aéreas LTDA., a fim de que esta empresa aprimore seus processos de comunicação interna, buscando a estabilização do clima organizacional, por meio da troca de informações regulares com os funcionários, com o objetivo de mantê-los cientes das mudanças administrativas e operacionais em curso na organização.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78743;A-092/CENIPA/2019- 01;2021-03-29;2021-04-26;2021-05-05;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil sobre a importância do fiel cumprimento dos procedimentos operacionais normais e de emergência previstos nos manuais de voo das aeronaves, sobretudo o constante em checklist.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78750;A-097/CENIPA/2019- 01;2021-07-08;2021-07-26;NULL;Realizar gestões no Aeroclube de Canela, a fim de verificar a conformidade dos procedimentos adotados pela Instituição, no que tange ao planejamento, execução e monitoramento dos voos de instrução, em todas as suas fases.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78750;A-097/CENIPA/2019- 02;2021-07-08;2021-07-26;NULL;Atuar junto ao Aeroclube de Canela, a fim de verificar a conformidade dos procedimentos de inspeção de aeronaves realizados por mecânico autônomo.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78752;A-099/CENIPA/2019 - 01;2021-03-29;2021-04-26;2021-05-06;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores que atuam na aviação agrícola sobre a importância do cumprimento das instruções/orientações constantes nos Manuais e Boletins emitidos pelo fabricante.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78758;A-105/CENIPA/2019 - 01;2021-11-16;2021-12-22;NULL;Divulgar os ensinamentos colhidos na presente investigação ao operador do aeródromo de Ribeirão Preto (SBRP), com a finalidade de orientar aquele operador quanto à fiel observância dos regulamentos, notadamente na remoção da aeronave após a ocorrência sem a prévia autorização da autoridade de investigação SIPAER.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78759;A-106/CENIPA/2019 - 01;2021-07-21;2021-08-16;NULL;Atuar junto ao Comando de Aviação Operacional (CAOP), do Departamento de Polícia Federal, a fim de que aquele operador aperfeiçoe os Manuais de Procedimentos (MAPRO) e os Procedimentos Operacionais Padrão (POP), de forma a tornar claramente definidos os parâmetros utilizados nas técnicas de transporte denominadas de “mata-leão” e “preguiça”, tais como altura, velocidade e duração dos deslocamentos.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78759;A-106/CENIPA/2019 - 02;2021-07-21;2021-08-16;NULL;Atuar junto ao Comando de Aviação Operacional (CAOP), do Departamento de Polícia Federal, com o intuito de que aquele operador reavalie a adequabilidade e a eficácia dos mecanismos de planejamento de voo adotados pela organização, notadamente no que diz respeito às operações com a utilização das técnicas de transporte de “preguiça” e de “mata-leão”.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78764;A-111/CENIPA/2019 - 01;2021-07-08;2021-08-04;2021-08-30;Divulgar o presente relatório aos operadores do modelo Super Petrel LS, no intuito de alertá-los sobre a possibilidade de falha na operação do mecanismo de travamento do trem de pouso na posição “em cima”.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78766;A-113/CENIPA/2019 - 01;2020-12-29;2021-01-22;2021-02-10;NULL;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78768;A-115/CENIPA/2019 - 01;2021-07-08;2021-07-30;2021-08-27;Divulgar os ensinamentos colhidos na presente investigação aos pilotos de aeronaves experimentais, alertando-os quanto aos riscos associados à continuidade do voo em uma aeronave que apresente condições anormais de operação.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78773;A-120/CENIPA/2019- 01;2021-07-08;2021-07-26;NULL;Verificar a viabilidade de se realizar inspeções de fiscalização no aeródromo Piraquara (SISY), considerando que a existência do muro perimetral interfere tanto na faixa de pista da zona de parada como na faixa de pista da lateral.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78773;A-120/CENIPA/2019- 02;2021-07-08;2021-07-26;NULL;Atuar junto ao administrador do aeródromo de Piraquara (SISY), no sentido de recomendar que ele solicite a emissão de NOTAM, contendo informações relativas ao muro perimetral.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78773;A-120/CENIPA/2019- 03;2021-07-08;2021-07-26;NULL;Atuar junto ao administrador do aeródromo de Piraquara (SISY), no sentido de que seja realizada uma revisão do Plano Básico de Zona de Proteção de Aeródromo (PBZPA) para o Aeródromo Piraquara (SISY).;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78774;A-121/CENIPA/2019 - 01;2021-02-12;2021-02-27;2021-04-29;Atuar junto ao Departamento de Polícia Rodoviária Federal, a fim de que aquele operador aperfeiçoe as ferramentas internas de gerenciamento de risco, visando elevar o nível de segurança operacional, principalmente nas missões aéreas que envolvem pouso em área restrita.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78774;A-121/CENIPA/2019 - 02;2021-02-12;2021-02-27;2021-04-29;Atuar junto à Divisão de Operações Aéreas do Departamento de Polícia Rodoviária Federal, no sentido de verificar a fidelidade no cumprimento do estabelecido no capítulo 4 do MOA daquele operador, o qual dispõe sobre Requisitos de Tripulantes, para efeito da composição das tripulações que realizam missões operacionais.;CUMPRIDA;ABAG;ASSOCIAÇÃO BRASILEIRA DE AVIAÇÃO GERAL
78774;A-121/CENIPA/2019 - 03;2021-02-12;2021-02-27;2021-04-29;Atuar junto ao Departamento de Polícia Rodoviária Federal, a fim de que aquele operador avalie a viabilidade de criar mecanismos para aprimorar o desempenho operacional dos seus tripulantes em missões com pouso em área restrita.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78774;A-121/CENIPA/2019 - 04;2021-02-12;2021-02-27;2021-03-03;Divulgar os ensinamentos colhidos na presente investigação, no âmbito dos operadores de helicópteros das Unidades Aéreas Públicas (UAP), buscando alertá-los sobre a necessidade da fiel observância dos parâmetros que influenciam em suas operações aéreas, notadamente quando se tratar de áreas restritas.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78779;A-126/CENIPA/2019 - 01;2021-03-29;2021-04-13;NULL;Atuar junto à empresa Taim Aero Agrícola Ltda., a fim de que o operador aprimore o Sistema de Gerenciamento de Segurança Operacional (SGSO), sobretudo no que diz respeito aos mecanismos de planejamento de voo e avaliação dos riscos nas suas áreas de operação.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78793;A-139/CENIPA/2019- 01;2021-07-08;2021-07-26;NULL;Atuar junto ao Aeroclube de Pará de Minas, a fim de que aquele operador aperfeiçoe os processos de capacitação e treinamento, no que diz respeito à aplicação dos procedimentos de emergência previstos nos Manuais das aeronaves utilizadas nos voos de instrução.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78799;IG-063/CENIPA/2019 - 01;2021-03-29;2021-04-26;2021-08-27;Atuar junto aos controladores do APP-ES, a fim de assegurar que aqueles profissionais se mantenham proficientes na execução das atividades de controle de tráfego aéreo empregando a língua inglesa.;CUMPRIDA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
78799;IG-063/CENIPA/2019 - 02;2021-03-29;2021-04-26;2021-08-27;Atuar junto aos controladores do APP-ES, no intuito de assegurar que aqueles profissionais cumpram os requisitos estabelecidos no Modelo Operacional do APP-ES, particularmente no que concerne à transferência dos tráfegos já sequenciados e separados para ingresso no circuito de tráfego.;CUMPRIDA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
78832;A-144/CENIPA/2019 - 01;2021-08-19;2021-08-26;NULL;Atuar junto ao operador da aeronave, no sentido de que procedimentos de avaliação de risco sejam adotados para a operação de turbojatos, em aeródromos cujos dados não constem do data bank do sistema de percepção e alarme de proximidade do solo (TWAS/EGPWS) e que não sejam equipados com sistema visual indicador de rampa de aproximação.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78832;A-144/CENIPA/2019 - 02;2021-08-19;2021-08-26;NULL;Atuar junto às clínicas médicas credenciadas para a realização de inspeções de saúde dos aeronavegantes a fim de que, nos casos de condições de saúde com prognóstico de agravamento, e que possam implicar em prejuízos à segurança de voo, a indicação de acompanhamento da evolução de tais condições seja objetiva e claramente registrada.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78832;A-144/CENIPA/2019 - 03;2021-08-19;2021-08-26;2021-09-15;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil sobre a importância do fiel cumprimento das normas operacionais e dos manuais de voo das aeronaves, além do uso das técnicas adequadas de CRM.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78832;A-144/CENIPA/2019 - 04;2021-08-19;2021-08-26;2021-09-15;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação civil brasileira sobre a importância do correto planejamento de voo e da realização de aproximações estabilizadas, buscando alertá-los quanto aos riscos decorrentes da operação das aeronaves turbojatos, em aeródromos que não sejam equipados com sistema visual indicador de rampa de aproximação e cujos dados não constem do data bank do respectivo sistema de percepção e alarme de proximidade do solo.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78836;A-148/CENIPA/2019 - 01;2021-07-08;2021-07-26;NULL;Atuar junto ao operador, a fim de que ele aperfeiçoe seus procedimentos de planejamento de voo e de manutenção da aeronave.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
78839;A-152/CENIPA/2019 - 01;2021-09-17;2021-09-23;NULL;Reavaliar os processos de fiscalização aeroportuária de aeródromos delegados por meio de Convênios, objetivando criar mecanismos internos que permitam mitigar os riscos relacionados à operação desses aeródromos.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
79034;A-155/CENIPA/2019 - 01;2021-08-19;2021-08-26;2021-09-16;Divulgar o conteúdo deste relatório como forma de conscientizar os operadores aeroagrícolas sobre a importância da padronização de procedimentos operacionais que representem barreiras ao erro humano, assim como sobre a necessidade de aumento do alerta situacional durante operações nas quais existam uma elevada sequência de pousos e decolagens.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
79035;A-156/CENIPA/2019 - 01;2021-08-19;2021-08-26;NULL;Atuar junto à Aereo Agrícola Fornagieri Ltda., a fim de certificar-se de que os itens previstos em seu Manual de Gerenciamento de Segurança Operacional (MGSO), em especial às medidas de identificação, avaliação e mitigação dos riscos afetos à operação, sejam fielmente observados.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
79035;A-156/CENIPA/2019 - 02;2021-08-19;2021-08-26;2021-09-16;Divulgar os ensinamentos colhidos na presente investigação, com o objetivo de alertar pilotos e operadores da aviação agrícola brasileira sobre os riscos de colisão com linhas de transmissão elétrica decorrentes de planejamentos de voo pouco detalhados.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
79042;A-157/CENIPA/2019 - 01;2021-07-08;2021-07-26;NULL;Alertar pilotos, operadores e mantenedores de aeronaves agrícolas sobre os riscos decorrentes da conversão dos motores aeronáuticos para utilização de etanol como combustível sem que seja observado o constante na IS 137.201-001, ou sem que tal conversão esteja de acordo com as previsões do CST 2004S10-01;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
